Gene_ID,accession,go_id,GOterm_depth,category,evidence_code,go_description,distance,model_name,protein_id,organism,gene_name,reliability_index,support_count,collapsed_support,n_collapsed_terms,collapsed_terms,identity,similarity,alignment_score,gaps_percentage,alignment_length,length_query,length_reference
g_12430,anno2.2007_t,GO:0000727,10.0,P,IGI,double-strand break repair via break-induced replication,0.0596,Prost-T5,SLX4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SLX4 {ECO:0000255|HAMAP-Rule:MF_03110},0.9404,1,1,1,GO:0006974,18.8056,34.1804,1,19.0597,787,676,748
g_12430,anno2.2007_t,GO:0000736,8.0,P,IMP,"double-strand break repair via single-strand annealing, removal of nonhomologous ends",0.0596,Prost-T5,SLX4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SLX4 {ECO:0000255|HAMAP-Rule:MF_03110},0.9404,1,0,0,,18.8056,34.1804,1,19.0597,787,676,748
g_12430,anno2.2007_t,GO:0000792,3.0,C,IDA,heterochromatin,0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,1,0,0,,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0000979,8.0,F,IDA,RNA polymerase II core promoter sequence-specific DNA binding,0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,2,1,1,GO:0001046,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0001092,6.0,F,IPI,TFIIA-class transcription factor complex binding,0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,1,0,0,,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0001673,7.0,C,IDA,male germ cell nucleus,0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,2,2,1,GO:0005634,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0001674,7.0,C,IDA,female germ cell nucleus,0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,2,2,1,GO:0005634,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0002088,3.0,P,IGI,lens development in camera-type eye,0.0206,ESM,A0A8M9PL51_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio).,"mia2 {ECO:0000313|RefSeq:XP_021322996.1, ECO:0000313|ZFIN:ZDB-GENE-100618-1}",0.9794,1,0,0,,9.4907,15.625,-1332,73.9969,2592,676,2590
g_12430,anno2.2007_t,GO:0002088,3.0,P,IGI,lens development in camera-type eye,0.2236,Prot-T5,A0A8M9PL51_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio).,"mia2 {ECO:0000313|RefSeq:XP_021322996.1, ECO:0000313|ZFIN:ZDB-GENE-100618-1}",0.7764,1,0,0,,9.4907,15.625,-1332,73.9969,2592,676,2590
g_12430,anno2.2007_t,GO:0003682,2.0,F,IDA,chromatin binding,0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,1,0,0,,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0003700,2.0,F,IDA,DNA-binding transcription factor activity,0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,2,0,0,,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0005509,6.0,F,IDA,calcium ion binding,0.2272,Prot-T5,TSA1_ARATH,Arabidopsis thaliana (Mouse-ear cress).,TSA1,0.7728,1,0,0,,16.8525,35.9356,32,22.1809,807,676,759
g_12430,anno2.2007_t,GO:0005576,2.0,C,IDA,extracellular region,0.0637,Ankh3-Large,A0A1D8PFV7_CANAL,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast).,"MDG1 {ECO:0000313|CGD:CAL0000181056, ECO:0000313|EMBL:AOW27029.1}",0.9363,1,0,0,,19.9198,33.0214,3,21.3904,748,676,660
g_12430,anno2.2007_t,GO:0005634,5.0,C,IMP,nucleus,0.0596,Prost-T5,SLX4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SLX4 {ECO:0000255|HAMAP-Rule:MF_03110},0.9404,1,0,0,,18.8056,34.1804,1,19.0597,787,676,748
g_12430,anno2.2007_t,GO:0005700,6.0,C,IDA,polytene chromosome,0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,2,0,0,,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0005737,2.0,C,IDA,cytoplasm,0.0543,Ankh3-Large,RD29A_ARATH,Arabidopsis thaliana (Mouse-ear cress).,RD29A {ECO:0000303|PubMed:8310052},0.9457,1,0,0,,18.3463,33.9793,-1,20.9302,774,676,710
g_12430,anno2.2007_t,GO:0005777,6.0,C,IDA,peroxisome,0.2272,Prot-T5,TSA1_ARATH,Arabidopsis thaliana (Mouse-ear cress).,TSA1,0.7728,1,0,0,,16.8525,35.9356,32,22.1809,807,676,759
g_12430,anno2.2007_t,GO:0005783,5.0,C,IDA,endoplasmic reticulum,0.0517,Ankh3-Large,C0H4M0_PLAF7,Plasmodium falciparum (isolate 3D7).,,0.9483,1,0,0,,16.2403,34.1491,82,29.0323,899,676,861
g_12430,anno2.2007_t,GO:0005794,5.0,C,IDA,Golgi apparatus,0.0517,Ankh3-Large,C0H4M0_PLAF7,Plasmodium falciparum (isolate 3D7).,,0.9483,1,0,0,,16.2403,34.1491,82,29.0323,899,676,861
g_12430,anno2.2007_t,GO:0005930,2.0,C,IDA,axoneme,0.0609,Prost-T5,Q582N9_TRYB2,Trypanosoma brucei brucei (strain 927/4 GUTat10.1).,Tb03.48K5.740 {ECO:0000313|EMBL:AAZ10529.1},0.9391,1,0,0,,15.4904,27.2227,-204,40.6049,1091,676,1063
g_12430,anno2.2007_t,GO:0006261,8.0,P,IGI,DNA-templated DNA replication,0.0596,Prost-T5,SLX4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SLX4 {ECO:0000255|HAMAP-Rule:MF_03110},0.9404,1,1,1,GO:0006260,18.8056,34.1804,1,19.0597,787,676,748
g_12430,anno2.2007_t,GO:0006367,9.0,P,TAS,transcription initiation at RNA polymerase II promoter,0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,2,0,0,,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0007369,4.0,P,IEP,gastrulation,0.0359,ESM3c,Q9VG45_DROME,Drosophila melanogaster (Fruit fly).,"Dtg {ECO:0000313|EMBL:AAF54845.1, ECO:0000313|FlyBase:FBgn0038071}",0.9641,2,0,0,,19.0071,34.3262,23,17.305,705,676,612
g_12430,anno2.2007_t,GO:0007623,2.0,P,IEP,circadian rhythm,0.0543,Ankh3-Large,RD29A_ARATH,Arabidopsis thaliana (Mouse-ear cress).,RD29A {ECO:0000303|PubMed:8310052},0.9457,1,0,0,,18.3463,33.9793,-1,20.9302,774,676,710
g_12430,anno2.2007_t,GO:0009409,4.0,P,IEP,response to cold,0.0543,Ankh3-Large,RD29A_ARATH,Arabidopsis thaliana (Mouse-ear cress).,RD29A {ECO:0000303|PubMed:8310052},0.9457,1,0,0,,18.3463,33.9793,-1,20.9302,774,676,710
g_12430,anno2.2007_t,GO:0009414,5.0,P,IEP,response to water deprivation,0.0543,Ankh3-Large,RD29A_ARATH,Arabidopsis thaliana (Mouse-ear cress).,RD29A {ECO:0000303|PubMed:8310052},0.9457,1,0,0,,18.3463,33.9793,-1,20.9302,774,676,710
g_12430,anno2.2007_t,GO:0009609,6.0,P,IEP,response to symbiotic bacterium,0.0543,Ankh3-Large,RD29A_ARATH,Arabidopsis thaliana (Mouse-ear cress).,RD29A {ECO:0000303|PubMed:8310052},0.9457,1,0,0,,18.3463,33.9793,-1,20.9302,774,676,710
g_12430,anno2.2007_t,GO:0009611,3.0,P,IEP,response to wounding,0.0543,Ankh3-Large,RD29A_ARATH,Arabidopsis thaliana (Mouse-ear cress).,RD29A {ECO:0000303|PubMed:8310052},0.9457,1,0,0,,18.3463,33.9793,-1,20.9302,774,676,710
g_12430,anno2.2007_t,GO:0009631,5.0,P,IDA,cold acclimation,0.0519,Prost-T5,O50054_SPIOL,Spinacia oleracea (Spinach).,CAP160 {ECO:0000313|EMBL:AAC49999.1},0.9481,1,0,0,,16.6265,31.8072,-62,24.5783,830,676,780
g_12430,anno2.2007_t,GO:0009640,6.0,P,IMP,photomorphogenesis,0.2272,Prot-T5,TSA1_ARATH,Arabidopsis thaliana (Mouse-ear cress).,TSA1,0.7728,1,0,0,,16.8525,35.9356,32,22.1809,807,676,759
g_12430,anno2.2007_t,GO:0009737,5.0,P,IEP,response to abscisic acid,0.0543,Ankh3-Large,RD29A_ARATH,Arabidopsis thaliana (Mouse-ear cress).,RD29A {ECO:0000303|PubMed:8310052},0.9457,1,0,0,,18.3463,33.9793,-1,20.9302,774,676,710
g_12430,anno2.2007_t,GO:0009986,2.0,C,IDA,cell surface,0.0359,ESM3c,Q9VG45_DROME,Drosophila melanogaster (Fruit fly).,"Dtg {ECO:0000313|EMBL:AAF54845.1, ECO:0000313|FlyBase:FBgn0038071}",0.9641,2,0,0,,19.0071,34.3262,23,17.305,705,676,612
g_12430,anno2.2007_t,GO:0010150,3.0,P,IMP,leaf senescence,0.0543,Ankh3-Large,RD29A_ARATH,Arabidopsis thaliana (Mouse-ear cress).,RD29A {ECO:0000303|PubMed:8310052},0.9457,1,0,0,,18.3463,33.9793,-1,20.9302,774,676,710
g_12430,anno2.2007_t,GO:0010168,5.0,C,IDA,ER body,0.2039,Prot-T5,NAI2_ARATH,Arabidopsis thaliana (Mouse-ear cress).,NAI2,0.7961,1,0,0,,20.3125,36.0577,44,25.9615,832,676,772
g_12430,anno2.2007_t,GO:0010555,5.0,P,IEP,response to mannitol,0.0543,Ankh3-Large,RD29A_ARATH,Arabidopsis thaliana (Mouse-ear cress).,RD29A {ECO:0000303|PubMed:8310052},0.9457,1,0,0,,18.3463,33.9793,-1,20.9302,774,676,710
g_12430,anno2.2007_t,GO:0016251,2.0,F,IC,RNA polymerase II general transcription initiation factor activity,0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,2,0,0,,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0017108,7.0,F,IDA,5'-flap endonuclease activity,0.0596,Prost-T5,SLX4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SLX4 {ECO:0000255|HAMAP-Rule:MF_03110},0.9404,1,0,0,,18.8056,34.1804,1,19.0597,787,676,748
g_12430,anno2.2007_t,GO:0020003,2.0,C,IDA,symbiont-containing vacuole,0.0517,Ankh3-Large,C0H4M0_PLAF7,Plasmodium falciparum (isolate 3D7).,,0.9483,1,0,0,,16.2403,34.1491,82,29.0323,899,676,861
g_12430,anno2.2007_t,GO:0020005,4.0,C,IDA,symbiont-containing vacuole membrane,0.049,Prost-T5,Q8ILA1_PLAF7,Plasmodium falciparum (isolate 3D7).,,0.951,1,0,0,,14.7,31.9,-58,33.1,1000,676,993
g_12430,anno2.2007_t,GO:0020007,2.0,C,IDA,apical complex,0.049,Prost-T5,Q8ILA1_PLAF7,Plasmodium falciparum (isolate 3D7).,,0.951,1,0,0,,14.7,31.9,-58,33.1,1000,676,993
g_12430,anno2.2007_t,GO:0020008,2.0,C,IDA,rhoptry,0.0517,Ankh3-Large,C0H4M0_PLAF7,Plasmodium falciparum (isolate 3D7).,,0.9483,1,0,0,,16.2403,34.1491,82,29.0323,899,676,861
g_12430,anno2.2007_t,GO:0030448,3.0,P,IGI,hyphal growth,0.0661,Ankh3-Large,A0A1D8PPH3_CANAL,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast).,AIP5 {ECO:0000313|CGD:CAL0000184226},0.9339,1,0,0,,18.8043,33.1522,-3,29.1304,920,676,896
g_12430,anno2.2007_t,GO:0031982,4.0,C,IDA,vesicle,0.0359,ESM3c,Q9VG45_DROME,Drosophila melanogaster (Fruit fly).,"Dtg {ECO:0000313|EMBL:AAF54845.1, ECO:0000313|FlyBase:FBgn0038071}",0.9641,2,0,0,,19.0071,34.3262,23,17.305,705,676,612
g_12430,anno2.2007_t,GO:0032233,10.0,P,IMP,positive regulation of actin filament bundle assembly,0.0661,Ankh3-Large,A0A1D8PPH3_CANAL,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast).,AIP5 {ECO:0000313|CGD:CAL0000184226},0.9339,1,0,0,,18.8043,33.1522,-3,29.1304,920,676,896
g_12430,anno2.2007_t,GO:0033557,3.0,C,IPI,Slx1-Slx4 complex,0.0596,Prost-T5,SLX4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SLX4 {ECO:0000255|HAMAP-Rule:MF_03110},0.9404,1,0,0,,18.8056,34.1804,1,19.0597,787,676,748
g_12430,anno2.2007_t,GO:0035075,5.0,P,IMP,response to ecdysone,0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,2,0,0,,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0035209,5.0,P,IMP,pupal development,0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,2,0,0,,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0035277,3.0,P,IMP,"spiracle morphogenesis, open tracheal system",0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,2,0,0,,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0036297,8.0,P,IGI,interstrand cross-link repair,0.0596,Prost-T5,SLX4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SLX4 {ECO:0000255|HAMAP-Rule:MF_03110},0.9404,1,1,1,GO:0006974,18.8056,34.1804,1,19.0597,787,676,748
g_12430,anno2.2007_t,GO:0039689,9.0,P,IDA,negative stranded viral RNA replication,0.0578,Prost-T5,PHOSP_NIPAV,Nipah virus.,P/V/C,0.9422,1,0,0,,18.1818,34.8271,-17,22.6633,781,676,709
g_12430,anno2.2007_t,GO:0039697,4.0,P,IDA,negative stranded viral RNA transcription,0.0578,Prost-T5,PHOSP_NIPAV,Nipah virus.,P/V/C,0.9422,1,0,0,,18.1818,34.8271,-17,22.6633,781,676,709
g_12430,anno2.2007_t,GO:0042169,4.0,F,IPI,SH2 domain binding,0.0625,Ankh3-Large,TARP_CHLTR,Chlamydia trachomatis serovar D (strain ATCC VR-885 / DSM 19411 / UW-3/Cx).,tarP,0.9375,1,0,0,,16.4694,28.1065,-158,34.2209,1014,676,1005
g_12430,anno2.2007_t,GO:0042169,4.0,F,IPI,SH2 domain binding,0.0202,ESM,TARP_CHLT2,Chlamydia trachomatis serovar L2 (strain ATCC VR-902B / DSM 19102 / 434/Bu).,tarP,0.9798,2,0,0,,17.1154,28.6538,-115,38.3654,1040,676,1005
g_12430,anno2.2007_t,GO:0042169,4.0,F,IPI,SH2 domain binding,0.2155,Prot-T5,TARP_CHLT2,Chlamydia trachomatis serovar L2 (strain ATCC VR-902B / DSM 19102 / 434/Bu).,tarP,0.7845,1,0,0,,17.1154,28.6538,-115,38.3654,1040,676,1005
g_12430,anno2.2007_t,GO:0042538,5.0,P,IEP,hyperosmotic salinity response,0.0543,Ankh3-Large,RD29A_ARATH,Arabidopsis thaliana (Mouse-ear cress).,RD29A {ECO:0000303|PubMed:8310052},0.9457,1,2,2,"GO:0006970, GO:0009651",18.3463,33.9793,-1,20.9302,774,676,710
g_12430,anno2.2007_t,GO:0042789,10.0,P,IDA,mRNA transcription by RNA polymerase II,0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,1,2,1,GO:0006366,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0042953,6.0,P,IMP,lipoprotein transport,0.0206,ESM,A0A8M9PL51_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio).,"mia2 {ECO:0000313|RefSeq:XP_021322996.1, ECO:0000313|ZFIN:ZDB-GENE-100618-1}",0.9794,1,0,0,,9.4907,15.625,-1332,73.9969,2592,676,2590
g_12430,anno2.2007_t,GO:0042953,6.0,P,IMP,lipoprotein transport,0.2236,Prot-T5,A0A8M9PL51_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio).,"mia2 {ECO:0000313|RefSeq:XP_021322996.1, ECO:0000313|ZFIN:ZDB-GENE-100618-1}",0.7764,1,0,0,,9.4907,15.625,-1332,73.9969,2592,676,2590
g_12430,anno2.2007_t,GO:0043066,6.0,P,IDA,negative regulation of apoptotic process,0.0202,ESM,TARP_CHLT2,Chlamydia trachomatis serovar L2 (strain ATCC VR-902B / DSM 19102 / 434/Bu).,tarP,0.9798,1,0,0,,17.1154,28.6538,-115,38.3654,1040,676,1005
g_12430,anno2.2007_t,GO:0043066,6.0,P,IDA,negative regulation of apoptotic process,0.2155,Prot-T5,TARP_CHLT2,Chlamydia trachomatis serovar L2 (strain ATCC VR-902B / DSM 19102 / 434/Bu).,tarP,0.7845,1,0,0,,17.1154,28.6538,-115,38.3654,1040,676,1005
g_12430,anno2.2007_t,GO:0044053,6.0,P,IMP,translocation of peptides or proteins into host cell cytoplasm,0.049,Prost-T5,Q8ILA1_PLAF7,Plasmodium falciparum (isolate 3D7).,,0.951,1,0,0,,14.7,31.9,-58,33.1,1000,676,993
g_12430,anno2.2007_t,GO:0045121,4.0,C,IDA,membrane raft,0.0517,Ankh3-Large,C0H4M0_PLAF7,Plasmodium falciparum (isolate 3D7).,,0.9483,1,0,0,,16.2403,34.1491,82,29.0323,899,676,861
g_12430,anno2.2007_t,GO:0048102,4.0,P,IMP,autophagic cell death,0.021,ESM,Q07DP5_DROME,Drosophila melanogaster (Fruit fly).,"Trf2 {ECO:0000313|EMBL:ABW09355.1, ECO:0000313|FlyBase:FBgn0261793}",0.979,2,0,0,,12.2817,20.4307,-651,60.8265,1718,676,1715
g_12430,anno2.2007_t,GO:0048701,6.0,P,IGI,embryonic cranial skeleton morphogenesis,0.0206,ESM,A0A8M9PL51_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio).,"mia2 {ECO:0000313|RefSeq:XP_021322996.1, ECO:0000313|ZFIN:ZDB-GENE-100618-1}",0.9794,1,0,0,,9.4907,15.625,-1332,73.9969,2592,676,2590
g_12430,anno2.2007_t,GO:0048701,6.0,P,IGI,embryonic cranial skeleton morphogenesis,0.2236,Prot-T5,A0A8M9PL51_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio).,"mia2 {ECO:0000313|RefSeq:XP_021322996.1, ECO:0000313|ZFIN:ZDB-GENE-100618-1}",0.7764,1,0,0,,9.4907,15.625,-1332,73.9969,2592,676,2590
g_12430,anno2.2007_t,GO:0050731,10.0,P,IDA,positive regulation of peptidyl-tyrosine phosphorylation,0.0202,ESM,TARP_CHLT2,Chlamydia trachomatis serovar L2 (strain ATCC VR-902B / DSM 19102 / 434/Bu).,tarP,0.9798,1,0,0,,17.1154,28.6538,-115,38.3654,1040,676,1005
g_12430,anno2.2007_t,GO:0050731,10.0,P,IDA,positive regulation of peptidyl-tyrosine phosphorylation,0.2155,Prot-T5,TARP_CHLT2,Chlamydia trachomatis serovar L2 (strain ATCC VR-902B / DSM 19102 / 434/Bu).,tarP,0.7845,1,0,0,,17.1154,28.6538,-115,38.3654,1040,676,1005
g_12430,anno2.2007_t,GO:0050832,6.0,P,IEP,defense response to fungus,0.2272,Prot-T5,TSA1_ARATH,Arabidopsis thaliana (Mouse-ear cress).,TSA1,0.7728,1,0,0,,16.8525,35.9356,32,22.1809,807,676,759
g_12430,anno2.2007_t,GO:0051425,4.0,F,IPI,PTB domain binding,0.0202,ESM,TARP_CHLT2,Chlamydia trachomatis serovar L2 (strain ATCC VR-902B / DSM 19102 / 434/Bu).,tarP,0.9798,1,0,0,,17.1154,28.6538,-115,38.3654,1040,676,1005
g_12430,anno2.2007_t,GO:0051425,4.0,F,IPI,PTB domain binding,0.2155,Prot-T5,TARP_CHLT2,Chlamydia trachomatis serovar L2 (strain ATCC VR-902B / DSM 19102 / 434/Bu).,tarP,0.7845,1,0,0,,17.1154,28.6538,-115,38.3654,1040,676,1005
g_12430,anno2.2007_t,GO:0051607,6.0,P,IEP,defense response to virus,0.04,ESM3c,Q0E8R1_DROME,Drosophila melanogaster (Fruit fly).,"vir-1 {ECO:0000313|EMBL:AAF53185.2, ECO:0000313|FlyBase:FBgn0043841}",0.96,3,0,0,,18.0495,28.821,-63,38.8646,687,676,431
g_12430,anno2.2007_t,GO:0060090,1.0,F,EXP,molecular adaptor activity,0.0578,Prost-T5,PHOSP_NIPAV,Nipah virus.,P/V/C,0.9422,1,0,0,,18.1818,34.8271,-17,22.6633,781,676,709
g_12430,anno2.2007_t,GO:0062040,6.0,C,IDA,fungal biofilm matrix,0.0637,Ankh3-Large,A0A1D8PFV7_CANAL,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast).,"MDG1 {ECO:0000313|CGD:CAL0000181056, ECO:0000313|EMBL:AOW27029.1}",0.9363,1,0,0,,19.9198,33.0214,3,21.3904,748,676,660
g_12430,anno2.2007_t,GO:0070374,9.0,P,IDA,positive regulation of ERK1 and ERK2 cascade,0.0202,ESM,TARP_CHLT2,Chlamydia trachomatis serovar L2 (strain ATCC VR-902B / DSM 19102 / 434/Bu).,tarP,0.9798,1,1,1,GO:0043410,17.1154,28.6538,-115,38.3654,1040,676,1005
g_12430,anno2.2007_t,GO:0070374,9.0,P,IDA,positive regulation of ERK1 and ERK2 cascade,0.2155,Prot-T5,TARP_CHLT2,Chlamydia trachomatis serovar L2 (strain ATCC VR-902B / DSM 19102 / 434/Bu).,tarP,0.7845,1,1,1,GO:0043410,17.1154,28.6538,-115,38.3654,1040,676,1005
g_12430,anno2.2007_t,GO:0080119,5.0,P,IMP,ER body organization,0.2039,Prot-T5,NAI2_ARATH,Arabidopsis thaliana (Mouse-ear cress).,NAI2,0.7961,1,0,0,,20.3125,36.0577,44,25.9615,832,676,772
g_12430,anno2.2007_t,GO:0097619,3.0,C,IDA,PTEX complex,0.049,Prost-T5,Q8ILA1_PLAF7,Plasmodium falciparum (isolate 3D7).,,0.951,1,0,0,,14.7,31.9,-58,33.1,1000,676,993
g_12430,anno2.2007_t,GO:0098609,3.0,P,IDA,cell-cell adhesion,0.0517,Ankh3-Large,C0H4M0_PLAF7,Plasmodium falciparum (isolate 3D7).,,0.9483,1,0,0,,16.2403,34.1491,82,29.0323,899,676,861
g_12430,anno2.2007_t,GO:0141033,7.0,P,EXP,symbiont-mediated perturbation of host actin cytoskeleton via actin polymerization,0.2246,Prot-T5,E0A8U8_CHLTH,Chlamydia trachomatis.,tarP {ECO:0000313|EMBL:ADK74112.1},0.7754,1,0,0,,15.9111,26.0444,-231,41.6,1125,676,1106
g_12430,anno2.2007_t,GO:1901207,6.0,P,IGI,regulation of heart looping,0.0206,ESM,A0A8M9PL51_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio).,"mia2 {ECO:0000313|RefSeq:XP_021322996.1, ECO:0000313|ZFIN:ZDB-GENE-100618-1}",0.9794,1,0,0,,9.4907,15.625,-1332,73.9969,2592,676,2590
g_12430,anno2.2007_t,GO:1901207,6.0,P,IGI,regulation of heart looping,0.2236,Prot-T5,A0A8M9PL51_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio).,"mia2 {ECO:0000313|RefSeq:XP_021322996.1, ECO:0000313|ZFIN:ZDB-GENE-100618-1}",0.7764,1,0,0,,9.4907,15.625,-1332,73.9969,2592,676,2590
g_12430,anno2.2007_t,GO:1902074,3.0,P,IEP,response to salt,0.0543,Ankh3-Large,RD29A_ARATH,Arabidopsis thaliana (Mouse-ear cress).,RD29A {ECO:0000303|PubMed:8310052},0.9457,1,0,0,,18.3463,33.9793,-1,20.9302,774,676,710
g_12430,anno2.2007_t,GO:1903775,8.0,P,IMP,regulation of DNA double-strand break processing,0.0596,Prost-T5,SLX4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SLX4 {ECO:0000255|HAMAP-Rule:MF_03110},0.9404,1,0,0,,18.8056,34.1804,1,19.0597,787,676,748
g_12430,anno2.2007_t,GO:1905261,9.0,P,IMP,regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination,0.0596,Prost-T5,SLX4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SLX4 {ECO:0000255|HAMAP-Rule:MF_03110},0.9404,1,0,0,,18.8056,34.1804,1,19.0597,787,676,748
g_12430,anno2.2007_t,GO:1905348,3.0,C,IPI,endonuclease complex,0.0596,Prost-T5,SLX4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SLX4 {ECO:0000255|HAMAP-Rule:MF_03110},0.9404,1,0,0,,18.8056,34.1804,1,19.0597,787,676,748
g_12430,anno2.2007_t,GO:1905897,6.0,P,IMP,regulation of response to endoplasmic reticulum stress,0.0206,ESM,A0A8M9PL51_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio).,"mia2 {ECO:0000313|RefSeq:XP_021322996.1, ECO:0000313|ZFIN:ZDB-GENE-100618-1}",0.9794,1,0,0,,9.4907,15.625,-1332,73.9969,2592,676,2590
g_12430,anno2.2007_t,GO:1905897,6.0,P,IMP,regulation of response to endoplasmic reticulum stress,0.2236,Prot-T5,A0A8M9PL51_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio).,"mia2 {ECO:0000313|RefSeq:XP_021322996.1, ECO:0000313|ZFIN:ZDB-GENE-100618-1}",0.7764,1,0,0,,9.4907,15.625,-1332,73.9969,2592,676,2590
g_12430,anno2.2007_t,GO:2000001,8.0,P,IMP,regulation of DNA damage checkpoint,0.0596,Prost-T5,SLX4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SLX4 {ECO:0000255|HAMAP-Rule:MF_03110},0.9404,1,0,0,,18.8056,34.1804,1,19.0597,787,676,748
